$ra, 31
$fp, 30
$sp, 29
$gp, 28
$k1, 27
$k0, 26
$t9, 25
$t8, 24
$s7, 23
$s6, 22
$s5, 21
$s4, 20
$s3, 19
$s2, 18
$s1, 17
$s0, 16
$t7, 15
$t6, 14
$t5, 13
$t4, 12
$t3, 11
$t2, 10
$t1, 9
$t0, 8
$a3, 7
$a2, 6
$a1, 5
$a0, 4
$v1, 3
$v0, 2
$at, 1
$zero, 0
